Date,Adj Close,Close,High,Low,Open,Volume
1999-01-22,0.0376028269529342,0.0410160012543201,0.0488279983401298,0.0388020016252994,0.0437499992549419,2714688000
1999-01-25,0.0415422767400741,0.0453130006790161,0.0458329990506172,0.0410160012543201,0.0442709997296333,510480000
1999-01-26,0.0383188612759113,0.041797000914812,0.0467449985444545,0.0411459989845752,0.0458329990506172,343200000
1999-01-27,0.038199670612812,0.0416669994592666,0.04296899959445,0.0395830012857914,0.0419269986450672,244368000
1999-01-28,0.0380795821547508,0.0415359996259212,0.0419269986450672,0.0412760004401207,0.0416669994592666,227520000
1999-01-29,0.0362891033291816,0.0395830012857914,0.0416669994592666,0.0395830012857914,0.0415359996259212,244032000
1999-02-01,0.0370060205459594,0.0403649993240833,0.0406249985098838,0.0395830012857914,0.0395830012857914,154704000
1999-02-02,0.0341410599648952,0.0372399985790252,0.0406249985098838,0.0360679998993873,0.0395830012857914,264096000
1999-02-03,0.0348570644855499,0.0380209982395172,0.0385419987142086,0.0364580005407333,0.0367190018296241,75120000
1999-02-04,0.0367667414247989,0.0401040017604827,0.0411459989845752,0.0380209982395172,0.0385419987142086,181920000
1999-02-05,0.0378411933779716,0.0412760004401207,0.0416669994592666,0.0397140011191368,0.0407549999654293,136848000
1999-02-08,0.0365283489227294,0.0398439988493919,0.0416669994592666,0.0398439988493919,0.0415359996259212,154080000
1999-02-09,0.0350954495370388,0.038281001150608,0.0408850014209747,0.0377600006759166,0.0406249985098838,86976000
1999-02-10,0.0347378961741924,0.037891000509262,0.0393229983747005,0.0372399985790252,0.038281001150608,148224000
1999-02-11,0.0377220287919044,0.0411459989845752,0.0427079983055591,0.0380209982395172,0.0380209982395172,132240000
1999-02-12,0.0398709699511528,0.0434900000691413,0.0437499992549419,0.0416669994592666,0.0416669994592666,109728000
1999-02-16,0.0401093438267707,0.0437499992549419,0.046094000339508,0.0393229983747005,0.0442709997296333,211008000
1999-02-17,0.0379603989422321,0.0414059981703758,0.0432289987802505,0.0406249985098838,0.0427079983055591,67728000
1999-02-18,0.0385572239756584,0.0420570001006126,0.0432289987802505,0.0408850014209747,0.0427079983055591,70704000
1999-02-19,0.0398709699511528,0.0434900000691413,0.0442709997296333,0.0411459989845752,0.0416669994592666,75360000
1999-02-22,0.0401093438267707,0.0437499992549419,0.0447920002043247,0.0414059981703758,0.0442709997296333,205248000
1999-02-23,0.0420190021395683,0.0458329990506172,0.0467449985444545,0.042187999933958,0.0447920002043247,138096000
1999-02-24,0.0453616008162498,0.0494790002703666,0.0546879991888999,0.0483070015907287,0.0526040010154247,612768000
1999-02-25,0.0439295843243598,0.0479170009493827,0.0531250014901161,0.0471349991858005,0.0515629984438419,149136000
1999-02-26,0.0418998152017593,0.045703001320362,0.050000000745058,0.0453130006790161,0.0484380014240741,172608000
1999-03-01,0.0421390868723392,0.0459639988839626,0.0479170009493827,0.0437499992549419,0.046875,92160000
1999-03-02,0.0417806319892406,0.0455729998648166,0.046094000339508,0.0447920002043247,0.0458329990506172,55248000
1999-03-03,0.0389156751334667,0.0424479991197586,0.0458329990506172,0.042187999933958,0.0458329990506172,61392000
1999-03-04,0.0380795821547508,0.0415359996259212,0.0447920002043247,0.0411459989845752,0.0445309989154338,57360000
1999-03-05,0.0402285195887088,0.0438800007104873,0.0440099984407424,0.0419269986450672,0.0419269986450672,78768000
1999-03-08,0.0408253483474254,0.0445309989154338,0.0458329990506172,0.0419269986450672,0.0427079983055591,75888000
1999-03-09,0.0421390868723392,0.0459639988839626,0.0466150008141994,0.0444010011851787,0.0444010011851787,143184000
1999-03-10,0.0414221808314323,0.0451820008456707,0.0466150008141994,0.0445309989154338,0.0466150008141994,235344000
1999-03-11,0.0396316908299922,0.0432289987802505,0.0451820008456707,0.0432289987802505,0.0444010011851787,54288000
1999-03-12,0.0389156751334667,0.0424479991197586,0.0434900000691413,0.0416669994592666,0.0434900000691413,90768000
1999-03-15,0.040586981922388,0.0442709997296333,0.0447920002043247,0.0432289987802505,0.0434900000691413,108816000
1999-03-16,0.0392741449177265,0.0428389981389045,0.0450519993901252,0.0424479991197586,0.0445309989154338,79152000
1999-03-17,0.039512500166893,0.0430990010499954,0.0440099984407424,0.0420570001006126,0.0432289987802505,51360000
1999-03-18,0.0399901494383811,0.0436200015246868,0.0442709997296333,0.042187999933958,0.0432289987802505,46320000
